urlGuia,idNormas,pregunta,respuesta
registro-nacional-de-profugos,1984;176595;1041204,¿Qué es el Registro Nacional de Prófugos de la Justicia?,"Es una nómina que debe mantener el Servicio de Registro Civil e Identificación en la que se anotarán las órdenes de detención vigentes dictadas por los Tribunales de Justicia con competencia en lo penal. Se incluirán también las órdenes de arresto en las causas por deudas de pensiones de alimentos, declaradas por los tribunales de familia."
registro-de-pedofilos,1984;1041136;1053666;176595;138814,¿Qué medidas se adoptan respecto del Registro de Condenas sobre los pedofilos?,"Las autoridades deberán crear una sección especial en el Registro de Condenas, a cargo del Servicio de Registro Civil e Identificación, accesible por vías informáticas, con las personas inhabilitadas para ejercer funciones en ámbitos educacionales o con menores de edad, según sentencia judicial ejecutoriada."
registro-social-de-hogares,226081;1006044;1040157,¿Qué es el Registro Social de Hogares?,"Es el instrumento que permite la caracterización socioeconómica de la población nacional en el marco del sistema estatal de protección social. El Registro Social de Hogares en una base de datos que se crea a partir de una encuesta nacional y comunal que utiliza el Estado para determinar quiénes pueden acceder a las prestaciones o beneficios sociales, como subsidios, bonos, pensiones, atención médica y otros. Este registro reemplazó a la Ficha de Protección Social."
regulacion-de-bolsas-de-productos,1131816;1015913;1010668,¿Qué son las bolsas de productos?,Las bolsas de productos son sociedades anónimas abiertas especiales. Tienen por exclusivo objeto proveer a sus miembros la infraestructura necesaria para realizar eficazmente las transacciones de productos.
regulacion-de-contratos-de-seguros,1050848;1974,¿Qué  son los contratos de seguro?,"Son los contratos en los que se transfieren  al asegurador uno o más riesgos a cambio del pago de una prima. Queda así el  asegurador obligado a indemnizar el daño que sufriere el asegurado, o a  satisfacer un capital, una renta u otras prestaciones pactadas."
regulacion-de-plasticos-y-productos-de-un-solo-uso,1163603;1121380;30667,¿Qué son los productos de un solo uso?,"Son vasos, tazas, tazones, cubiertos (tenedor, cuchara y cuchillo), palillos, pocillos, mezcladores, bombillas, platos, copas, cajas o envases de comida preparada, bandejas, sachets, individuales y tapas que no sean de botellas, en tanto no sean reutilizables. Se entiende que estos productos son reutilizables si son usados por el establecimiento en múltiples ocasiones de conformidad con su diseño."
regularizacion-de-ampliacion-de-viviendas-sociales,1051681;269605;1191531;1066224;1172304;1128372;1087285;13560,¿Qué beneficio otorga la normativa aprobada sobre regularización de apmpliación de viviendas sociales?,"Los propietarios de viviendas que no cuenten con recepción definitiva, total o parcial, emplazadas en áreas urbanas o rurales, podrán, obtener los permisos de edificación y de recepción definitiva."
regularizacion-de-deudas-de-carreteras-y-autopistas-pago-de-tag,1149645;1142940;1007469;1160783,¿Cuál es la multa por transitar sin sistema de pago electrónico en las autopistas y carreteras que tengan ese sistema de cobro?,Se considera una infracción grave. La multa es de una Unidad Tributaria Mensual (UTM).
resguardo-de-infraestructura-critica-y-fronteras-por-parte-de-las-fuerzas-armadas,6876;1188583,¿El resguardo de la infraestructura crítica por parte de las fuerzas armadas puede implicar suprimir derechos constitucionales?,"En ningún caso el ejercicio de esta atribución podrá implicar la suspensión, restricción o limitación de los derechos y garantías consagrados en la Constitución o en tratados internacionales sobre derechos humanos, ratificados por Chile y que se encuentren vigentes. Eventuales  afectaciones a la ciudadanía solo podrán enmarcarse en el ejercicio de las facultades de resguardo del orden público, y emanarán de las atribuciones que la ley les otorgue a las fuerzas para ejecutar la medida. El personal que participe en el resguardo de la infraestructura procederá exclusivamente dentro de los límites territoriales que se fijen."
roaming-automatico-nacional,1147448;1040859;29591,¿Se podrá cobrar extra por el roaming automatico?,"El servicio de roaming automático en ningún caso podrá imponer costos adicionales al usuario asociados al uso de una red distinta a la que se contrató. Para el roaming automático, será obligatoria la celebración de acuerdos, indistintamente, en: localidades, rutas o zonas aisladas; de baja densidad poblacional; beneficiadas por proyectos del Fondo de Desarrollo de las Telecomunicaciones; de servicio obligatorio; o con presencia de un único operador. Asimismo, será obligatoria la celebración de acuerdos, en todo el territorio nacional, para mitigar las interrupciones de la red móvil en situaciones de emergencia."
robo-de-vehiculos-en-la-via-publica,1984;1046664,¿La ley castiga el robo de cosas  cuando el delito ocurre en la vía pública?,"Sí, se  castiga el robo de cosas que se encuentren en bienes nacionales de uso público  (calles, veredas, parques, plazas, carreteras, etc.). También se sanciona  cuando el delito se registra en un lugar que no esté destinado a habitación si  el autor hace uso de llaves falsas o verdaderas que se hayan substraído, de  ganzúas u otros instrumentos semejantes, o si se procede mediante escalamiento  o fractura de puertas, vidrios, cierros, candados u otros dispositivos de protección  o si se utilizan medios de tracción."
robo-y-hurto-de-madera,1181923;274894,¿Hay aumento de penas sobre el robo y hurto de madera respecto de los otros robos y hurtos?,"Se aplicarán las mismas penas que a diversos tipos de robos y hurtos (incluye, entre otros, los robos con violencia o intimidación en las personas) Pero se agrega una sanción consistente en una multa de 75 a 100 Unidades Tributarias Mensuales (UTM) cuando la madera sustraída tenga un valor que supere las 10 UTM."
robos-y-fraudes-en-el-uso-de-tarjetas-e-instrumentos-financieros,1145840;1984,¿Las entidades deben informar a sus clientes de los fraudes u otros delitos con el uso de instrumentos financieros?,"Las entidades deberán informar semestralmente, en sus respectivos sitios electrónicos, acerca del número de usuarios afectados. Deberán señalar los montos involucrados y los plazos en que hayan dado respuesta o cumplimiento a sus obligaciones. Además, deberán enviar la información de manera desagregada a la Comisión para el Mercado Financiero."
royalty-minero,29668;1194982,¿Qué es el Royalty Minero?,"El royalty es un impuesto específico que se aplica a las grandes empresas explotadoras mineras. Los explotadores mineros pagarán el impuesto, según su nivel de ventas y los minerales explotados. La suma de estos componentes corresponderá al Royalty Minero."
ruidos-molestos,1040928,¿Qué se  considera un ruido molesto?,"El Decreto 38 del Ministerio del Medio  Ambiente del año 2011 (norma de emisión de ruidos molestos generados por  fuentes fijas) entrega los  niveles  máximos permitidos de emisión sonora generados por fuentes fijas para  la comunidad. Dispone que el ruido máximo para las zonas  residenciales es de 55 decibeles en   horario de 7 a 21 horas -que equivale al ruido que produce el aire  acondicionado de ventana, por ejemplo-, y de  45 de 21 a 7 horas, que equivale  el  ruido de una calle con poco tráfico. Para hacerse una idea, una  conversación  normal tiene en promedio 60  decibeles, una aspiradora produce 70 decibeles; una  motocicleta entre 100 y 110 y una discoteca  120 decibeles. Esta norma protege a la comunidad que se ve afectada por problemas  de  contaminación acústica, desde el  punto de vista de la salud pública. Protege a   las personas que pudieran estar afectadas por altos niveles de ruido  generado  por fuentes fijas, o que pudieran  sufrir molestias, en lugares habitables tales   como sus viviendas, su lugar de trabajo, de descanso o de esparcimiento,  entre  otras."
salida-de-menores-al-extranjero,172986;1006475;12931;229557,¿Qué trámites y documentos se necesitan para tramitar la autorización de salida al extranjero de un menor?,"El permiso debe ser autorizado por un notario público. Para efectuar el trámite, se requieren los siguientes documentos: Cédula de identidad de quien o quienes autorizan la salida del menor Certificado de nacimiento del menor o libreta de familia para demostrar que son los padres Cédula de identidad del menor Carta de autorización de viaje. Si el menor viaja con los dos padres,"
sanciones-por-botar-mascarillas-en-lugares-no-habilitados,1149723;1146880;1186043,¿Qué pasa si se botan mascarillas en un lugar no habilitado?,"La ley prohíbe arrojar en cualquier lugar no habilitado los siguientes elementos sanitarios: mascarillas, escudos faciales, batas o delantales impermeables, antiparras o guantes. Esta conducta se castigará durante los períodos de alerta sanitaria declarada por el Ministerio de salud y hasta los 120 días siguientes al término de dicha alerta."
seguridad-en-las-carreteras,1063105;1007469;257710,¿Quién debe velar por las normas de seguridad en pasarelas y pasos sobre nivel en las carreteras?,"El Ministerio de Obras Públicas debe mantener vigente un reglamento con las normas de seguridad mínimas de las pasarelas peatonales y los pasos desnivelados o puentes, que pasan sobre carreteras en que se permita la circulación de vehículos sobre los 80 kilómetros por hora. El objetivo de ese reglamento es evitar el lanzamiento de objetos contundentes a los vehículos en circulación. Las normas establecidas en el reglamento se entiende que forman parte de los contratos de construcción de obras y de concesión de carreteras. Las bases de licitación de concesiones de obras públicas, cuando corresponda, deberán contemplar las mismas normas de seguridad. Si colisiono con un animal como una vaca o un caballo"
seguridad-en-vehiculos-motorizados,256736;1166274;1088402;249803;1066775;1024619;1007469,¿Es obligatorio usar cinturones de seguridad en los asientos traseros?,"Sí, pero sólo para aquellos vehículos fabricados desde el año 2002 en adelante. Los furgones de transporte escolar construidos a partir de 2007 deben obligatoriamente tener cinturón de seguridad en todos sus asientos. En el caso de los taxis, la responsabilidad de uso del cinturón es del pasajero. Pero si el pasajero no lo usa porque está en mal estado, entonces la responsabilidad recae sobre el taxista. El no uso del cinturón de seguridad es una falta grave que se castiga con multa de 1 a 1,5 UTM."
seguridad-minera,221064;28650;207436,¿Quién fiscaliza el cumplimiento de las normas de seguridad minera?,"Normas generales para todos los trabajadores Según el Código del Trabajo : Las empresas, establecimientos, faenas o unidades económicas que ocupen 10 trabajadores tienen la obligación de elaborar un reglamento interno de higiene, orden y seguridad. El empleador tiene la obligación de tomar todas las medidas necesarias para proteger eficazmente la vida y salud de los trabajadores, informando de los posibles riesgos y manteniendo las condiciones adecuadas de higiene y seguridad en las faenas, como también los implementos necesarios para prevenir accidentes y enfermedades profesionales. Deberá suprimirse en los lugares de trabajo cualquier factor de peligro que pueda afectar la salud o integridad física de los trabajadores. Según la Ley de Accidentes del Trabajo y Enfermedades Profesionales : Las empresas, faenas, sucursales o agencias en que trabajen 25 ó más personas deben organizar Comités Paritarios de Higiene y Seguridad, compuestos por representantes patronales y representantes de los trabajadores, cuyas decisiones serán obligatorias para la empresa y los trabajadores. Las empresas mineras, industriales o comerciales con más de 100 trabajadores deben contar con un Departamento de Prevención de Riesgos Profesionales con un experto en prevención, el cual formará parte, por derecho propio, de los Comités Paritarios. Normas específicas para la actividad minera Según el Reglamento de Seguridad Minera : Además del mencionado reglamento de orden, higiene y seguridad ya exigido, las empresas mineras deberán elaborar, desarrollar y mantener reglamentos internos específicos de las operaciones críticas, que garanticen la integridad física de los trabajadores, el cuidado de las instalaciones, equipos, maquinarias y del medio ambiente. El empleador debe entregar elementos de protección certificados por organismos competentes. Las empresas con mas de 100 trabajadores deben contar con un Departamento de Prevención de riesgos, dirigido por un experto Categoría A o B calificado por el Servicio Nacional de Geología y Minería (SERNAGEOMIN). A dicho servicio se deben entregar, además, planes y programas de prevención de accidentes y enfermedades profesionales. En el caso de subcontratación y de empresas de servicios transitorios, la empresa principal es la encargada de tomar las medidas para proteger a los trabajadores, sin importar su dependencia. La empresa debe establecer procedimientos de emergencia y rescate que a lo menos comprendan alarmas, evacuación, salvamento, medios de comunicación y elementos necesarios para enfrentar dichas emergencias. También debe organizar y mantener brigadas de rescate; investigar todos los accidentes con lesiones y muertes de los trabajadores, analizar sus causas y tomar medidas correctivas, y elaborar un informe técnico elaborado para SERNAGEOMIN por el jefe de la faena y por el experto en prevención de riesgos en caso de muerte o lesiones de los trabajadores.   Para las normas generales, la Inspección del Trabajo . Para las disposiciones específicas sobre minería, el SERNAGEOMIN."
seguridad-sanitaria-laboral-y-covid19,1160443;207436;1143741,¿Qué debe tener el Protocolo de Seguridad Sanitaria Laboral COVID-19 aplicable en cada empresa?,"A lo menos debe tener: Testeo diario de la temperatura del personal, clientes y demás personas que ingresen al recinto de la empresa. Testeo de contagio de acuerdo a las normas y procedimiento que determine la autoridad sanitaria. Medidas de distanciamiento físico seguro (en los puestos de trabajo y comedores, entre otros lugares)  . Disponibilidad de agua y jabón, de fácil acceso, y dispensadores de alcohol gel certificado, accesibles y cercanos a los puestos de trabajo. Medidas de sanitización periódicas de las áreas de trabajo. Medios de protección puestos a disposición de los trabajadores, incluyendo mascarillas certificadas de uso múltiple y con impacto ambiental reducido, y, cuando la actividad lo requiera, guantes, lentes y ropa de trabajo. Definición y control de aforo, que incluya un procedimiento de conteo, y medidas de prevención de aglomeraciones en lugares de atención de público. Definición de turnos. Se debe procurar establecer horarios diferenciados de entrada y salida, distintos a los habituales, para evitar aglomeraciones en transporte público de pasajeros. Otras medidas que disponga la autoridad sanitaria. Asimismo, deberá detallar aspectos particulares relativos a las condiciones específicas de la actividad laboral."
seguro-automotor-obligatorio,1007469;29893,¿Qué es el Seguro Obligatorio de Accidentes Personales (SOAP)?,Es un seguro de carácter obligatorio que deben contratar todos los propietarios de vehículos motorizados .   El objetivo de este seguro es indemnizar a las personas que resulten   lesionadas en un accidente en el que participen tales vehículos.
seguro-de-cesantia,194033;1013122;184979;1076584;1007945,¿Qué es el Seguro Obligatorio de Cesantía o Seguro de Desempleo?,"Es un seguro que protege a los trabajadores dependientes regidos por el Código del trabajo cuando quedan cesantes, entregándoles beneficios monetarios por un periodo de tiempo."
seguro-escolar,74448;28650;244308;280508,¿Qué es el seguro escolar?,El seguro escolar es un beneficio que protege al estudiante que sufre un accidente o lesión a causa o con ocasión de sus estudios o durante la realización de su práctica profesional. Los estudiantes también quedan protegidos durante el trayecto entre su domicilio y el recinto educacional o el lugar donde realizan su práctica.
senadores-y-senadoras,1108229;1107717;1077039;30289,¿Cómo se eligen los senadores y senadoras?,"Son elegidos en votación directa por circunscripciones senatoriales, de acuerdo a las regiones del país. Duran ocho años en su cargo y se renuevan alternadamente cada cuatro años. Corresponde hacerlo en un período a los representantes de las regiones de número impar y en el siguiente a los de las regiones de número par y de la Región Metropolitana. Además, pueden ser reelegidos."
sernac-financiero,1032865,¿Cómo deben ser los contratos de los productos financieros que yo adquiera?,"Para hacerlos simples y transparentes, los contratos por escrito deben contener: Un desglose de todos los cargos, comisiones, costos y tarifas que expliquen el valor efectivo de los servicios prestados, incluso los que no forman parte directamente del precio o que corresponden a otros productos contratados simultáneamente. Las causas que pueden hacer que el proveedor dé término anticipado al contrato, el plazo en que se hará efectivo el término y el medio por el cual se comunicará al consumidor. La duración del contrato y las causas que puedan dar lugar a su término anticipado por parte del consumidor. Debe decir también con qué plazo hay que dar el aviso previo de término de contrato y si hay costo por término o pago   anticipado total o parcial. En caso de que se contraten varios productos o servicios simultáneamente, deberá tener un anexo en que se identifiquen cada uno de ellos, estipulando claramente cuáles son obligatorios por ley y qué productos asociados (por ejemplo, los seguros) son voluntarios. Cada uno de estos últimos debe ser aprobado expresa y separadamente por el consumidor. Si la institución cuenta con un servicio de atención al cliente que atienda consultas y reclamos e informar cómo acceder a él. Los contratos que consideren cargos por uso, mantención u otros fines deberán especificar claramente sus montos, periodicidad y mecanismos de reajuste. Una hoja con un resumen de sus principales cláusulas. Este resumen debe ser estandarizado e incluido en las cotizaciones, para que el consumidor pueda comparar. Si un proveedor no respeta estas condiciones, se expone a una multa de hasta 750 UTM (más de $29 millones). El cliente, además, puede pedir ante la justicia que se declaren nulas las cláusulas de un contrato que no sigan estas indicaciones."
servicio-electoral-servel,1082962;1108229;1107717;1050184;242302,¿Qué es el Servicio Electoral (Servel)?,"El Servicio Electoral es un organismo estatal autónomo, que administra, supervigila y fiscaliza los procesos electorales y plebiscitarios. La autonomía significa que no depende del Gobierno, del Congreso, del Poder Judicial ni de ninguna otra institución."
servicio-nacional-de-proteccion-especializada-a-la-ninez-y-adolescencia,15824;1154203,¿Qué es el Servicio Nacional de Protección Especializada a la Niñez y Adolescencia?,"Es un servicio público descentralizado, dotado de personalidad jurídica y patrimonio propios, sometido a la supervigilancia del Presidente de la República a través del Ministerio de Desarrollo Social y Familia. El Servicio estará sujeto a la fiscalización de la Subsecretaría de la Niñez y formará parte del Sistema de Garantías y Protección Integral de los Derechos de la Niñez y Adolescencia. El Ministerio de Desarrollo Social y Familia garantizará el cumplimiento de las normas que rigen la labor del Servicio y los colaboradores acreditados. Deberá fiscalizar que la transferencia de los aportes financieros a las entidades colaboradoras se realice una vez que se acredite el cumplimiento de los principios rectores del Servicio y estándares técnicos y de calidad establecidos."
servicio-nacional-de-reinsercion-social-juvenil,1984;244803;1187684;261383,¿Qué es el Servicio Nacional de Reinserción Social Juvenil?,"La ley lo crea como un servicio público descentralizado, con personalidad jurídica y patrimonio propio que queda bajo la supervigilancia del Presidente de la República a través del Ministerio de Justicia y Derechos Humanos. Se regirá por el Sistema de Alta Dirección Pública y tendrá su domicilio en la ciudad de Santiago. Se constituirá, para todos los efectos legales en sucesor y continuador legal del Servicio Nacional de Menores (Sename) en el ámbito de la justicia adolescente. Las referencias que hagan las leyes, reglamentos y demás normas jurídicas al Servicio Nacional de Menores, respecto de las materias de su competencia, se entenderán efectuadas al Servicio Nacional de Reinserción Social Juvenil."
servicio-nacional-del-consumidor-sernac,1170464;1032865;1160403,"¿Qué es el Servicio Nacional del Consumidor, Sernac?","El Servicio Nacional del Consumidor (Sernac) es un servicio público descentralizado, con personalidad jurídica y patrimonio propio. Está sometido a la supervigilancia del Presidente de la República a través del Ministerio de Economía, Fomento y Turismo. Es una institución fiscalizadora y se organiza en direcciones regionales."
servicio-de-biodiversidad-y-areas-protegidas,1195666;1010459;30667,¿Qué es el Servicio de Biodiversidad y Áreas Protegidas?,"Es una entidad cuyo objeto será la conservación de la biodiversidad del país. El Servicio será funcionalmente descentralizado, es decir, contará con personalidad jurídica y patrimonio propio, pero estará sujeto a la supervigilancia del Presidente de la República a través del Ministerio del Medio Ambiente. Se desconcentrará territorialmente a través de direcciones regionales y, en caso de ser necesario, de oficinas provinciales o locales. El Servicio será parte del Sistema de Alta Dirección Pública, que opera en los concursos para el nombramiento de sus autoridades."
servicio-militar,6876;1051790;207436,¿Quiénes son los encargados de impartir el Servicio Militar?,"La Dirección General de Movilización Nacional (DGMN), dependiente del Ministerio de Defensa ."
servicios-sanitarios-rurales,283689;1100197,¿Quiénes pueden operar los servicios sanitarios rurales?,"El servicio sanitario rural podrá ser operado por un comité o una cooperativa a los que se les haya otorgado una licencia por parte del Ministerio de Obras Públicas. Excepcionalmente, el servicio podrá ser operado por otra persona natural o jurídica (entidad) autorizada por el Ministerio de Obras Públicas, previo informe favorable de la autoridad sanitaria regional. La licencia tiene carácter indefinido, pero cada 5 años los operadores deben dar cuenta a la subdirección, creada en el marco de esta ley, del cumplimiento de los requisitos que se exigen."
sistema-nacional-de-prevencion-y-respuesta-ante-desastres,251693;1163423,¿Qué características tiene el Servicio Nacional de Prevención y Respuesta ante Desastres?,"Es un servicio público descentralizado, con personalidad jurídica y patrimonio propio, sometido a la supervigilancia del Presidente de la República a través del Ministerio del Interior y Seguridad Pública. Lo coordina la Subsecretaría del Interior. El servicio es el encargado de asesorar, coordinar, organizar, planificar y supervisar las actividades relacionadas con la Gestión del Riesgo de Desastres del país. Las autoridades máximas del servicio son nombradas mediante el sistema de Alta Dirección Pública."
sitio-electronico-unificado-para-el-pago-de-autopistas,1190824;1007469,¿Cuándo deberá estar operativo el sitio electrónico unificado para el pago de autopistas?,"El Ministerio de Obras Públicas deberá dictar el reglamento en un plazo de nueve meses contado desde la publicación de la ley. En ese reglamento se deberá establecer el plazo para el inicio de operación del sitio electrónico, que no deberá ser superior a seis meses desde la publicación del reglamento."
spam,1160403,¿Qué es el Spam?,"Son mensajes no solicitados enviados en forma masiva, generalmente de tipo comercial o publicitario. Llegan por diferentes vías: correo electrónico, correo postal, celulares, fax, etc., siendo los más comunes aquellos enviados por internet."
subcontratacion,254080;172986;207436,¿Qué es la subcontratación?,"Es aquel trabajo realizado para un empleador denominado contratista o subcontratista, quien ejecuta obras o servicios por cuenta y riesgo propio para una empresa principal, dueña de la obra o faena."
subsidio-al-empleo-de-la-mujer,226081;1006044;1040157,¿En qué consiste el Subsidio al Empleo de la Mujer?,"Es un subsidio al empleo de las trabajadoras dependientes regidas por el Código del Trabajo y al de las trabajadoras independientes, que paga el Estado de Chile."
subsidio-al-empleo-juvenil,1003521;207436;288479,¿Qué requisitos debe cumplir el empleador para recibir este subsidio de fomento al empleo juvenil?,"Tener o contratar trabajadores que: tengan entre 18 y menos de 25 años de edad. integren un grupo familiar perteneciente al 40% más pobre de la población, de acuerdo a la Ficha de Protección Social. tengan una remuneración bruta mensual inferior a $461 mil 939. Además, el empleador debe tener al día el pago de las cotizaciones de seguridad social de ese trabajador."
subvencion-escolar-preferencial,271705;269001;1101537;1030934,¿Qué es la subvención escolar preferencial?,"Es un monto en dinero que el Estado entrega a los establecimientos educacionales subvencionados ya sean particulares o municipales por cada alumno prioritario que estudie en ellos y que curse primer o segundo nivel de transición de educación parvularia (prekínder o kínder), educación básica y enseñanza media. El objetivo es mejorar la calidad de la educación que estos establecimientos entregan."
sueldo-minimo-sueldo-base-derecho-a-semana-corrida,1123300;1042711;1091980;1162462;207436,¿Qué es el sueldo base?,"Es el pago en dinero, obligatorio y fijo, pagado por períodos iguales, que recibe un trabajador por la prestación de sus servicios en una jornada ordinaria de trabajo, determinado en su contrato."
fin-de-las-llamadas-de-larga-distancia-nacional,29591;1020621;1055863,¿Qué significa el fin de las llamadas de larga distancia  nacional?,Significa que todas las llamadas entre teléfonos fijos del país son ahora  llamada local y que dejó de existir el sistema de “carriers” para los contactos  telefónicos dentro del país.
telemedicina,1190336;229834;1039348,¿En la telemedicina se aplican los derechos y deberes que tienen las personas en relación con la atención de salud?,"Sí, esta nueva ley establece que los derechos y deberes que las personas tienen en el ámbito de su atención de salud se aplican independientemente de la  forma en  que  se preste la atención. Incluye las consultas a distancia o por telemedicina apoyada en tecnologías de la información y las comunicaciones."
temporeros-y-temporeras,207436,¿Los temporeros deben trabajar con contrato?,"Sí. Como máximo cinco días después de que el trabajador inicie sus labores, deberá quedar por escrito y firmado su contrato de trabajo. Si el trabajo es por más de 28 días, deberá enviarse una copia del contrato a la Inspección del Trabajo como máximo cinco días después de firmado."
tenencia-responsable-de-mascotas,30840;1006858;1106037,¿Las organizaciones promotoras de la tenencia responsable de mascotas pueden querellarse en casos de maltrato?,"En el caso del delito de maltrato o crueldad animal podrán querellarse las organizaciones promotoras de la tenencia responsable de mascotas o animales de compañía, cualquiera sea su domicilio dentro del país."
termino-de-contrato-de-trabajo,207436,¿Cuáles son las causales legales para poner término a un contrato de trabajo?,"Muerte del trabajador. Mutuo acuerdo entre las partes. Renuncia voluntaria. Vencimiento del plazo convenido en el contrato. Fin del trabajo o servicio. Caso fortuito o fuerza mayor. Conducta indebida de carácter grave, la que debe ser debidamente comprobada. Por ejemplo, falta de probidad del   trabajador, acoso sexual o conducta inmoral. Negociaciones que ejecute el trabajador dentro del negocio y que aparecen como prohibidas en el contrato. No concurrencia del trabajador a sus labores sin causa justificada durante dos días seguidos, o dos lunes en el mes, o   un total de tres días en el mes. Abandono del trabajo por parte del trabajador. Actos, omisiones o imprudencias temerarias que afecten el funcionamiento del establecimiento, la seguridad o la actividad de los trabajadores. Daño material causado intencionalmente en las instalaciones, maquinarias, herramientas, útiles de trabajo, productos o   mercaderías. Incumplimiento grave de las obligaciones que impone el contrato. Por necesidades de la empresa, establecimiento o servicio. Esto según lo establecen los artículos 159, 160 y 161 del Código del Trabajo ."
tiempo-compartido,1160403,¿Qué es un régimen de tiempo compartido?,"Un contrato en virtud del cual el consumidor paga para usar y gozar de un inmueble (departamento, pieza de hotel, etc.) por un periodo determinado."
trabajadoras-y-trabajadores-de-casa-particular-nueva-ley,1149644;1068531;207436;288598,¿Qué se entiende por 'trabajador de casa particular'?,"Las personas que se dedican en forma continua, sea a jornada completa o parcial, al servicio de una familia o de una o más personas, en trabajos de aseo o de asistencia propios del hogar. También se sujetan a estas disposiciones especiales las personas dedicadas a atender personas con necesidades especiales de asistencia y choferes."
trabajadores-de-centros-de-contacto-call-centers,207436;1129381,¿Los trabajadores de centros de contacto call center tienen derecho a descanso durante la jornada de trabajo?,"Los trabajadores de un call center que estén sujetos a conexión continua tendrán derecho a una interrupción de diez segundos entre cada atención. También tiene derecho a descansos en la jornada de trabajo por un total de treinta minutos durante el día, los que serán planificados en acuerdo con el empleador. Estos descansos no podrán acordarse en fracciones inferiores a diez minutos ni por la totalidad de su duración. También debe considerarse al menos media hora para colación."
trabajadores-de-empresas-de-plataformas-digitales-de-servicios,1173544;207436,¿Los trabajadores de plataforma digitales de servicios tendrán contratos laborales especiales?,"Si, se incorporó al Código del Trabajo un Capitulo para regular las relaciones entre trabajadores de plataformas digitales, dependientes e independientes, y empresas de plataformas digitales de servicios prestados en Chile."
trabajadores-de-restaurantes-y-de-turismo,1090828;207436,¿Cómo se puede repartir la jornada de trabajo de quienes atienden en restaurantes?,"Los trabajadores en general tienen al menos media hora diaria para colación, periodo que no se considera trabajado. En el caso de quienes atienden público en los restaurantes, pueden pactar la interrupción de la jornada diaria por más de media hora y hasta por cuatro horas. Si el trabajador permanece en el local durante el tiempo de descanso, el empleador no le puede pedir que preste servicios. El empleador que no cumpla esa obligación será sancionado con una multa de 60 unidades tributarias mensuales."
trabajadores-por-obra-o-faena,1125900;207436,¿Tienen derecho a vacaciones los trabajadores por obra o faena?,"El trabajador que preste servicios continuos con el mismo empleador en cumplimiento de dos o más contratos por obra o faena determinada, y que sobrepasen el año, tiene derecho a un feriado anual de quince días hábiles, con remuneración completa. El trabajador en este caso puede optar a que se aplace el pago del feriado proporcional. Debe dejar constancia expresa de eso en el respectivo finiquito. El empleador deberá pagar en el último finiquito la totalidad de los feriados adeudados, en caso de que los contratos no sobrepasen el año y el trabajador hubiere diferido el pago de los feriados."
trabajadores-portuarios,28650;207436;1066836,¿Quiénes son legalmente trabajadores portuarios?,"Todo aquel que realiza funciones de carga y descarga de mercancías y  demás faenas propias de la actividad portuaria, tanto a bordo de naves y  artefactos navales que se encuentren en los puertos como en los recintos  portuarios. Esas funciones y faenas sólo podrán ser realizadas por trabajadores  portuarios permanentes, por trabajadores que estén en un convenio de provisión  de puestos de trabajo y por trabajadores eventuales."
trabajo-a-distancia-y-teletrabajo,207436;1143741,"¿Si el contrato original era de teletrabajo o trabajo a distancia, se puede acordar cambiarlo por trabajo presencial?","Sí, pero con acuerdo de ambas partes."
trabajo-adolescente-protegido,15824;207436;1150357,¿A qué se llama trabajo adolescente protegido?,"Es aquel trabajo realizado por adolescentes con edad para trabajar, que no sea considerado trabajo peligroso y que, por su naturaleza, no perjudique su asistencia regular a clases. Tampoco debe perjudicar su participación en programas de orientación o formación profesional, si corresponde."
tramitacion-electronica-de-causas-judiciales,1085545;1132557,¿En qué tribunales se aplica la tramitación electrónica de causas judiciales?,"Se aplica en todas las causas que conozcan los siguientes tribunales: la Corte Suprema, las Cortes de Apelaciones, los presidentes y ministros de Corte, los tribunales de juicio oral en lo penal, los juzgados de  letras y los juzgados de garantía,  los juzgados de familia, los Juzgados de Letras del Trabajo, los Juzgados de Cobranza Laboral y Previsional."
transformacion-digital-del-estado,1177223;276363;1138479,¿A través de qué medios deben realizarse los actos administrativos a partir de la ley?,"Los procedimientos administrativos de los actos de la Administración del Estado deberánrealizarse mediante los medios electrónicos legales, salvo las excepciones que la misma ley dispone. Toda comunicación entre órganos de la Administración que se practique en el marco del procedimiento se realizará también por medios electrónicos. Debe quedar constancia del órgano requirente, el funcionario responsable de hacer el requerimiento, destinatario, procedimiento a que corresponde, gestión que se encarga y el plazo establecido para su realización. Además, debe enviarse copia electrónica a quienes figuren como interesados en el procedimiento administrativo."
